clip_id,label,spectral_centroid,spectral_bandwidth,spectral_contrast,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,cqt_1,cqt_2,cqt_3,cqt_4,cqt_5,cqt_6,cqt_7,cqt_8,cqt_9,cqt_10,cqt_11,cqt_12
36263-9-0-3,street_music,1141.9763971323323,1408.9408334928014,16.65182900929086,-45.94742,129.32416,-8.132427,46.0482,-8.840082,5.6174426,3.0253804,-3.4119918,-0.9755037,2.3411436,-13.024966,3.6146295,-12.063328,0.5472772,0.74334127,0.72818154,0.6674651,0.6829609,0.7089705,0.7135751,0.76948273,0.7438197,0.62374115,0.4620782,0.5004044
89724-5-0-4,engine_idling,1401.59566635651,1453.1805410449567,18.08584861251502,-110.69673,114.197716,-40.567192,8.562014,5.993594,11.380896,-3.012869,-8.738431,-16.24325,-5.1050363,-13.989544,-5.949918,-14.730994,0.5913663,0.6102408,0.71421254,0.44786155,0.45118895,0.37591717,0.38579622,0.635491,0.66046906,0.871153,0.9661945,0.59712905
109263-9-0-61,street_music,1050.8067185446378,1181.3149826295808,17.76174917849223,-248.65068,138.22757,-29.975693,-13.809021,-32.249996,-25.098307,-18.036993,-19.236385,-18.729326,-10.496558,-15.603399,-11.526945,-10.224485,0.34969535,0.339565,0.38581082,0.3945815,0.7534652,0.3508121,0.43049246,0.4645114,0.83093697,0.38320032,0.32866073,0.5420038
111671-8-0-19,siren,1680.2689118336432,1266.8585279980557,22.456688752446873,-392.7668,21.12443,-67.088776,-29.590174,-17.142168,18.23039,-3.837953,7.3390374,8.557472,23.552528,7.753862,-8.642234,0.9096254,0.16964231,0.18643117,0.19067152,0.2213123,0.2329119,0.24666652,0.26538503,0.26579344,0.20166643,0.17096052,0.13834952,0.13300978
50885-3-0-3,dog_bark,1094.8642652924023,1230.8345462165494,18.73672347750451,-279.73785,136.63557,-18.056389,-20.7568,-36.722977,-29.373253,-25.84217,-11.420149,-14.432307,-9.314222,-10.832019,-7.779082,-7.97008,0.5700842,0.5692821,0.52858406,0.50141037,0.4974963,0.5161315,0.6504066,0.6692864,0.6285514,0.5299911,0.5033206,0.4923389
121286-0-0-5,air_conditioner,1298.7651248034865,1310.6050065375925,16.76362879434031,-65.704475,120.38168,-40.873943,-3.7431,-17.23106,-4.440263,-10.13289,-7.91515,-14.915091,-5.402809,-6.9507794,0.41805646,-10.387131,0.3934181,0.9687393,0.24570222,0.20204438,0.20835377,0.31312707,0.27284354,0.22376703,0.324171,0.3118635,0.72309315,0.3516439
100852-0-0-17,air_conditioner,2384.1861941379198,1799.4192305742167,15.391529674907783,-27.869,50.90212,-25.985933,41.67288,-1.2458519,19.732298,0.22820096,5.2532287,-4.396296,4.56487,-2.3652465,6.9971566,1.378464,0.6008094,0.63612807,0.58355296,0.92664784,0.6336744,0.5202004,0.7227103,0.7820152,0.5625866,0.59668076,0.9450242,0.5640371
113601-9-0-22,street_music,1582.2839475573162,1704.692339204922,17.61084812930058,-118.45053,93.53177,-15.197237,-8.98423,-25.601564,-16.383121,-28.631031,-17.287672,-16.810654,-12.782591,-22.354927,-13.748463,-15.518202,0.50592273,0.51195174,0.72801197,0.5819263,0.5253087,0.5560582,0.54172045,0.7263658,0.5170451,0.5105464,0.6137854,0.6308257
72259-1-5-1,car_horn,1547.014367419151,1487.9540122042426,17.394995141525364,-201.80586,113.890396,-27.73312,19.331987,-17.380566,14.230188,-0.59069574,-2.4794707,0.25973508,4.5679784,-8.838208,6.2427235,3.8280518,0.6129301,0.55287236,0.5261241,0.5140946,0.49753,0.8624933,0.7780916,0.69118524,0.61589414,0.52339244,0.5536752,0.88059914
77774-4-0-3,drilling,3025.101530460917,1635.0424101679575,16.7846363605548,-36.275246,-35.528397,-81.91213,8.831043,-9.339728,-5.7061415,-9.676965,-2.577119,-4.4791675,-2.1749835,-7.539006,0.49455056,-9.369248,0.7082387,0.62147146,0.64085907,0.609365,0.6449932,0.6661512,0.72519535,0.7327743,0.7431047,0.7449661,0.70985156,0.7300321
205874-4-2-0,drilling,2963.319978010541,2694.09993095212,17.130364669994783,-77.85674,56.062145,40.528652,-0.45382348,10.7409725,-2.96336,-5.2906194,-6.2597656,-12.428031,-9.729941,-10.644806,-3.5816443,-16.512634,0.32331374,0.3646917,0.9921123,0.2848595,0.31276277,0.32656643,0.2620405,0.6445641,0.22805557,0.25131592,0.25362864,0.46812302
29937-3-0-14,dog_bark,1282.0027004325004,1482.696562056997,16.750873114666973,-311.0221,123.10963,-13.935087,18.873188,13.53,-0.54049706,2.6578786,4.1839824,-8.034297,-3.0881686,-9.325662,-1.2292349,-3.7147882,0.6258275,0.7028511,0.6398957,0.61670405,0.64866894,0.59901005,0.58323824,0.7014523,0.8067471,0.7531864,0.644667,0.6001994
156869-8-0-6,siren,1266.385967757776,638.2179959981165,23.1392119334371,-372.02597,134.29068,-51.75946,-1.5853965,-38.331657,16.36987,60.73774,-9.381094,-23.678736,-20.305103,7.0960474,26.343122,-8.9749,0.3275239,0.32308277,0.38008812,0.45463926,0.26265147,0.08840399,0.087937996,0.1056529,0.13825886,0.18071687,0.23244214,0.278789
17578-5-0-23,engine_idling,1881.7641309751505,2220.499155306111,16.648279845110537,-42.5118,70.50648,39.50209,28.455175,3.5557766,25.344368,-1.2853041,20.558151,4.8382583,-0.6032918,3.9999213,2.1770983,2.9015708,0.20875625,0.21684957,0.20796357,0.22975665,0.29905,0.2419744,0.9664062,0.92202,0.29005215,0.16713712,0.36239877,0.19129565
66587-3-2-0,dog_bark,2380.6025664357535,1677.690774981707,17.048974685479646,-235.88734,53.2329,-41.426872,-38.227867,-30.91117,-9.097881,0.76856244,-22.428068,-7.769648,8.465353,3.4386697,-0.50497746,-3.550091,0.44264004,0.46033823,0.52529675,0.5406965,0.6108401,0.64804196,0.6419653,0.33154485,0.3848349,0.4695662,0.5159813,0.5050968
178686-0-0-16,air_conditioner,633.1301869543111,987.9195213200278,15.806551640906257,-427.44257,183.09178,1.0632224,15.959766,7.407138,10.000549,2.8846233,6.2835755,2.241226,1.730441,-0.08025537,5.5872183,0.06282529,0.65794677,0.7199556,0.7825013,0.8154427,0.8053944,0.682184,0.64588886,0.630916,0.5890785,0.5488807,0.5455927,0.50408006
93139-6-0-0,gun_shot,1143.0004260919857,822.9781857528322,18.458597239566,-366.3057,167.66174,-84.31026,-1.378198,11.724249,-21.808239,-5.6039686,7.637329,4.349213,11.2396555,8.739749,2.5167005,6.6050043,0.8021106,0.9723102,0.85591173,0.6887005,0.6338399,0.6013736,0.54378015,0.571109,0.54177153,0.59867936,0.5541697,0.5621971
180128-4-7-3,drilling,2514.7102862489073,2003.6591941800732,15.961896525532245,-100.919106,46.15917,12.838659,34.630215,-17.586693,10.8938055,-10.118249,2.1472192,-4.4795103,1.9047238,2.927677,4.8623652,-7.733903,0.43714687,0.46637848,0.5698497,0.39274338,0.48630825,0.38060603,0.48182756,0.53050417,0.586275,0.75740653,0.44977617,0.44261205
17578-5-0-33,engine_idling,1864.4379111716878,2224.9350814069876,16.401704200518758,-43.18944,71.279724,38.73603,27.489447,4.3658915,25.673597,-0.6929008,20.836405,4.932748,-0.060429912,3.8638046,2.036715,3.7542157,0.21520454,0.21012987,0.21841305,0.22823939,0.30667606,0.20905946,0.9132052,0.99240327,0.30577287,0.16084048,0.34484148,0.20135035
17578-5-0-27,engine_idling,1867.9025289074757,2217.377466896229,16.465929400480135,-41.19818,71.791794,38.927948,27.31509,4.177973,25.14232,-1.8897069,20.635384,4.4834204,-0.72848785,3.1869745,2.5901275,3.677375,0.155952,0.13342896,0.20035161,0.17797653,0.20328426,0.17812829,0.46712434,1.0,0.29179752,0.13960463,0.2216746,0.21728994
160010-2-0-32,children_playing,1549.1977279912066,1709.007041866419,16.48287044879857,-356.3738,95.28701,-11.590009,25.978989,2.1649864,11.5800295,8.105808,11.894448,2.792799,4.4313793,0.45800248,6.608934,-3.4892313,0.6181336,0.7832946,0.7583135,0.698214,0.6913424,0.76861507,0.6921792,0.6912392,0.5262307,0.46198907,0.56289375,0.43502724
178686-0-0-12,air_conditioner,678.0511129178312,1034.8470258755308,16.009237543043405,-409.98492,174.04626,-9.661978,20.256092,7.427794,10.438295,8.355347,8.451951,3.602646,1.8618217,1.155154,4.4880905,2.9384897,0.79208267,0.6698175,0.78592527,0.78928876,0.8872224,0.75497764,0.67561907,0.7309663,0.8106944,0.61718297,0.63434833,0.631202
121299-1-0-0,car_horn,1388.3016119201861,1587.6981207011115,17.375728928638605,-236.64302,110.14093,-12.322378,24.339767,-5.2169733,20.663013,-3.1811886,11.480692,-5.0887804,5.318778,-5.650217,6.6902947,3.362973,0.4458848,0.3850955,0.56896645,0.73743236,0.3419147,0.27989239,0.29849863,0.54665196,0.99319077,0.4718693,0.286254,0.3418681
104998-7-18-12,jackhammer,3478.2372237810655,2076.7251620269853,16.08910054029533,-131.52362,-5.801629,-11.8996525,22.560383,-1.6521341,14.110052,-2.6118524,-4.8612423,-6.6330976,10.154336,4.4425306,3.5395505,0.99671656,0.7004581,0.44926515,0.5613,0.6253048,0.5335717,0.53230786,0.6610713,0.3804812,0.9839538,0.59642625,0.48079738,0.37102482
100852-0-0-13,air_conditioner,2398.6568992124353,1804.3859451483459,15.179639919332619,-29.080631,50.1729,-25.573177,41.484665,-1.1142917,19.793621,0.5033943,4.1888022,-4.591678,5.224049,-3.3272016,6.409246,0.9385765,0.64973176,0.71090424,0.6599178,0.9692475,0.6672847,0.6552192,0.81993,0.73935795,0.6279721,0.61930346,0.84400064,0.58312374
121286-0-0-1,air_conditioner,1294.6095345986864,1307.3682924064287,17.23646500750415,-66.33363,120.56993,-40.486427,-3.7910264,-16.725664,-4.242327,-10.181063,-8.4568,-15.669896,-5.4360948,-6.8417573,0.44020197,-10.556397,0.55572575,0.98328775,0.23568356,0.22741029,0.2674332,0.33901632,0.28614327,0.25465208,0.3769137,0.4761326,0.7097272,0.36128747
156869-8-0-2,siren,1179.354100256381,540.800142158001,22.951601209461,-251.98485,122.79096,-97.83209,-40.97046,-47.66232,6.932711,55.61431,-0.87702423,-8.089176,1.9538312,14.781811,14.434168,-19.200129,0.28459018,0.28530154,0.377831,0.57121366,0.46699718,0.24475586,0.24053384,0.23805249,0.2525292,0.2598612,0.28237435,0.28429258
111671-8-0-21,siren,1642.990120541152,1183.79466750765,18.874350258510106,-267.08777,50.407436,-120.76567,-66.88893,-49.953533,9.035714,-11.504008,4.569232,11.9661665,37.667183,11.94814,-7.164221,6.3399243,0.30205742,0.35355392,0.29947534,0.41511658,0.4702807,0.5471033,0.55692244,0.5208561,0.506957,0.40460384,0.34913403,0.28755808
72259-1-9-8,car_horn,1875.8647140968012,1770.6642884516273,16.69961911077756,-23.6569,86.29981,-15.547934,17.292406,-18.37543,4.237155,-7.543683,-2.121225,-9.739679,-5.5754256,-7.9983873,-2.908048,-5.2201824,0.87473917,0.66961586,0.64470416,0.5543076,0.46166396,0.46471748,0.49185538,0.54017425,0.5805026,0.76008284,0.7124363,0.7833223
203962-5-0-1,engine_idling,2693.102127553644,1965.4496229881634,16.85464679893041,-92.16704,36.655155,-13.877063,20.946068,1.404533,2.0790906,-13.608251,26.530533,11.853239,-10.8827305,-0.8583208,10.606578,3.8461607,0.52854514,0.5733955,0.96101743,0.6066624,0.46848658,0.4766685,0.66764396,0.40617707,0.45715475,0.69998705,0.8610807,0.6623721
178260-7-2-1,jackhammer,2599.9822685991026,2346.0364267517507,16.865192019887118,-115.57357,48.93065,17.063957,13.124673,14.056134,21.429045,17.008482,21.093882,-15.991165,12.58663,4.284978,2.867474,-1.2059869,0.9657347,0.27367225,0.3749455,0.28455374,0.42337695,0.7008848,0.28852373,0.24861085,0.31810457,0.29779446,0.36292332,0.37481186
187920-7-1-0,jackhammer,2035.6030792016852,2088.216149345551,15.597411132339605,-73.38812,83.51608,5.1770077,1.8959373,11.899213,8.177546,-14.48449,-7.8157086,-12.951187,9.1917925,-15.496885,-0.46557048,-4.8639393,0.8126247,0.7189509,0.48308322,0.6119658,0.66364604,0.8962867,0.52227366,0.5969202,0.6175011,0.8254811,0.5201837,0.48404878
89724-5-0-0,engine_idling,1409.5364717228265,1446.6918476367762,18.15762258556202,-102.466545,113.59686,-41.248035,9.296503,5.564675,10.746485,-3.8840926,-8.184777,-16.326187,-5.7707896,-14.371006,-6.200242,-15.097684,0.6162365,0.4882084,0.8392525,0.44569117,0.46293387,0.39431304,0.43362543,0.5364226,0.69121146,0.8047203,0.9380978,0.6249273
37869-3-1-0,dog_bark,1525.2994352671215,1850.7786010643197,16.42691414482482,-371.6583,96.08242,1.028836,-24.892656,-5.0589476,5.4052873,-0.070128314,-1.4801488,-7.966554,-1.7872912,-3.816493,5.1654058,6.688687,0.7477833,0.6241403,0.5370013,0.5411631,0.4821942,0.5330685,0.48864263,0.8374923,0.543964,0.61374617,0.5694392,0.5135092
72259-1-7-7,car_horn,1418.144450301657,1296.0651801235801,19.30266113197967,-161.21283,115.0699,-34.596054,13.486369,-14.160716,4.793071,-1.2869283,2.4873166,2.413054,2.561683,-3.7064703,-4.0301843,5.5502563,0.3036053,0.26320714,0.32302895,0.31908926,0.33218068,0.5973057,0.61860156,0.8089046,0.4905422,0.36307436,0.8767281,0.73130727
71439-1-0-0,car_horn,1258.6922809653179,1402.0205562553915,18.69569368125572,-120.05744,118.74212,-11.57616,28.171705,2.2573085,11.972333,2.5782025,5.114509,0.29088342,1.5248703,-5.8573117,4.5588503,0.33841488,0.6839639,0.6389908,0.42046803,0.40956923,0.5576311,0.380183,0.57998204,0.4170312,0.7114928,0.7918408,0.7348793,0.33658093
100852-0-0-6,air_conditioner,2373.1014695801146,1782.109822895179,15.62961223729747,-24.627115,51.138134,-27.778921,42.876923,0.07309459,19.15109,0.22768785,5.319003,-6.223097,3.7535036,-2.7177093,5.870146,0.6846144,0.64319,0.65994424,0.69252974,0.9557107,0.5979722,0.6418509,0.8368644,0.6935832,0.6000313,0.63802016,0.86196816,0.5637143
19503-3-0-0,dog_bark,1383.7281513584583,1471.7806895547528,16.499759073184492,-167.51474,129.48032,-19.202984,3.0259867,-22.293024,18.075716,-18.77524,14.743771,-7.4606323,4.2164493,-4.6569476,-3.7422175,-1.7460853,0.61670995,0.7933613,0.75154734,0.6925217,0.7654898,0.653204,0.6868024,0.709343,0.6630573,0.6280728,0.6005357,0.5848805
90013-7-1-2,jackhammer,2032.1873336272074,2005.1858466916317,15.862222701441942,-131.88394,67.7414,11.903376,30.160532,-7.687777,4.69576,1.8698246,-1.8644439,-12.404969,4.166209,-2.1963449,-6.883261,-3.4644256,0.89874417,0.63816273,0.68735677,0.7080512,0.52344996,0.4878127,0.43336833,0.40678385,0.5216191,0.42644662,0.47764784,0.9260661
6508-9-0-4,street_music,1075.4335724266582,1414.3439464669161,17.51338083095594,-159.57591,124.886826,-1.8228306,36.22615,-4.419492,11.554819,-4.8148236,0.05138284,-1.6304176,8.257171,-4.0182548,9.633653,-3.8702905,0.40501893,0.42429224,0.54315835,0.48892832,0.46601114,0.58293474,0.4914092,0.90754116,0.53859156,0.35180846,0.4619096,0.42046258
104998-7-14-6,jackhammer,3428.9401339304663,2092.9276562523687,16.98149135076699,-139.57242,3.122945,-16.601686,14.51294,3.754787,16.322744,3.8209293,-5.5927873,-8.758251,11.492961,2.948269,-1.7986817,-4.5618625,0.5674207,0.53078026,0.48911524,0.6122599,0.44796115,0.4392399,0.74927473,0.4569105,0.95718974,0.40645963,0.3538663,0.3817499
100032-3-0-0,dog_bark,1810.010912260769,1138.5801945244716,18.515999468508102,-181.3911,36.681942,-144.46103,-35.451355,-29.265217,-20.399467,7.2785034,17.609251,8.236008,-2.289714,-9.229704,-7.7377443,1.7435688,0.6515978,0.68984497,0.45561916,0.4114403,0.34988353,0.44572052,0.4164365,0.5587118,0.8399347,0.78422433,0.50501525,0.5762614
156634-5-2-2,engine_idling,1121.9900588619319,1584.210824240887,17.180106898549774,-283.9707,109.66964,20.330978,44.286324,-9.671424,23.342535,-2.850025,11.454017,-0.9123595,-5.3154507,-5.1038,0.9755537,-10.300146,0.5398111,0.5527701,0.5780769,0.54872423,0.40492794,0.42003128,0.9826838,0.5541666,0.40639317,0.41784513,0.4662176,0.53101796
180125-4-3-0,drilling,2369.4660860796585,1887.1892654920077,16.153370738504243,-75.6077,75.94923,-7.494047,11.315234,-32.044247,34.824215,-27.665684,6.787624,-9.517618,-4.5751257,2.042,-0.053520683,-1.6854364,0.51267165,0.47087705,0.5726473,0.6775951,0.8130755,0.42474374,0.65520495,0.6845299,0.48656845,0.49313203,0.4666094,0.5362761
205874-4-6-0,drilling,3432.422853314526,2622.27429190193,16.27499912964376,-123.59077,43.270542,31.613024,-1.5350289,6.658335,-4.143698,-2.0807045,-3.3979712,-7.8455577,-2.499298,-0.35111555,-2.4114072,-16.953482,0.70295507,0.5730328,0.76287204,0.6922685,0.7298566,0.5351755,0.6519288,0.7215168,0.67251575,0.5258836,0.6617877,0.7272672
164344-9-0-40,street_music,1266.8766023114583,1572.7811999272317,17.176394900605967,-227.42038,110.58303,9.669481,10.995994,-3.3459425,-6.798481,-7.9623985,-0.097729415,-2.8768,8.468612,-0.13064441,7.265074,2.4031274,0.40336785,0.83500236,0.8887337,0.50212365,0.48171416,0.3969853,0.29577354,0.386732,0.34588534,0.3951018,0.3802028,0.3613026
34872-3-0-0,dog_bark,1393.6880021090908,1361.934019344232,17.411604905976144,-243.77405,103.155594,-23.719559,-3.9371562,1.1267846,-8.478609,-15.914004,13.365106,-9.789163,-15.245163,-7.478697,4.8064613,10.151498,0.7507943,0.7862593,0.71413136,0.69338685,0.56064147,0.5941559,0.5687254,0.71913666,0.7337018,0.6939576,0.63606644,0.61285484
20015-3-0-4,dog_bark,2209.5866326370915,2214.0352410193436,15.14993345390727,-200.61209,66.25127,11.927274,20.772154,5.0356655,8.18525,4.4605064,5.3514214,3.0144818,5.974674,2.3585145,7.3847256,2.0948493,0.83243865,0.89971995,0.8625894,0.7205423,0.68595785,0.62280273,0.5987758,0.58765256,0.5581117,0.5154602,0.544555,0.64200675
156634-5-0-0,engine_idling,1100.0322893153777,1624.5966223991893,17.049336976530466,-312.59677,92.70758,25.714516,63.859955,-3.6563163,17.19998,7.0942416,17.170036,-2.2661076,3.1117368,1.3304194,-0.51745164,-0.5045915,0.4994486,0.43524626,0.4334053,0.5941789,0.8029042,0.42426422,0.44181502,0.42354515,0.35873663,0.37489638,0.33830363,0.38989314
23219-5-0-8,engine_idling,2452.1515987818248,2293.7121368722383,16.71574612032469,-322.70435,51.665543,5.7705154,15.020718,17.486849,12.744274,-10.410405,5.301813,-1.3144351,4.873374,-2.5391035,3.482853,7.2140803,0.4093774,0.32140088,0.2778006,0.41200504,0.46243545,0.2993048,0.28568348,0.6666593,0.66135186,0.28800604,0.6530528,0.9706513
46391-1-1-0,car_horn,2035.3725766966822,1944.607099949727,16.84124808326561,-46.356647,79.368286,-0.27252162,18.666128,-10.773784,4.5858955,8.775954,-8.552228,1.6038154,11.276111,-6.0525513,5.03726,1.01066,0.4183167,0.42274126,0.48381734,0.45923254,0.45786586,0.7499219,0.5032505,0.50822735,0.4979823,0.90192115,0.8538228,0.46212387
116163-3-0-0,dog_bark,2891.484755106062,1967.2648512463384,14.810170163204683,137.87628,30.552877,-18.48623,-6.0573225,-13.654458,-10.555363,-17.843937,-5.3544827,-4.953253,2.3058536,1.8607478,2.911177,-1.0932121,0.43122947,0.44518307,0.4865233,0.49399254,0.555989,0.6020099,0.53127503,0.6252106,0.6899881,0.68781674,0.966003,0.63834786
23219-5-0-9,engine_idling,2436.2384249052916,2285.225302694349,16.60873654548422,-323.98276,52.73416,5.096918,14.543132,16.752546,12.370772,-9.9735985,5.8248205,-1.0098268,4.515782,-2.4883463,3.0647037,6.697469,0.41713026,0.29924792,0.30929458,0.41291478,0.45827287,0.30449572,0.28473252,0.63501453,0.6280606,0.31925288,0.6606128,0.95921534
180125-4-1-3,drilling,2202.515566900797,1946.917780335791,16.570918842248425,-51.56416,80.70265,-0.6303267,1.5527749,-34.089024,28.76682,-21.224379,16.617626,-8.574529,-5.7476907,-7.0548916,5.007824,-6.1892023,0.42308575,0.41406512,0.48894048,0.39381796,1.0,0.24182327,0.40327814,0.410011,0.52884793,0.35757142,0.35050696,0.75562465
31150-2-0-14,children_playing,2044.4702353256555,1336.0583237166286,19.189013981626516,-58.28795,82.70696,-85.05028,36.130226,-37.16938,11.188829,-25.367718,6.79676,-18.489845,8.227673,-7.0560403,8.835457,-9.913172,0.67186046,0.6904992,0.69779605,0.5997494,0.6579906,0.70773005,0.6056043,0.56921375,0.63329405,0.5748847,0.5585792,0.67812794
156634-5-0-1,engine_idling,1030.0453039904355,1567.0843243437773,17.250749000897734,-304.2378,97.31811,26.419018,63.61452,-4.685873,18.243237,10.619535,15.493694,-3.0568006,1.7133955,1.8953161,-0.43970054,-1.1365577,0.4353388,0.40563983,0.532974,0.49557295,0.5270638,0.7257433,0.54097253,0.38053465,0.36116207,0.37532893,0.38418767,0.44924757
58382-3-0-0,dog_bark,1514.158461098693,1514.8883721332245,16.662793708664967,-289.641,91.614815,-25.272161,-10.1629095,4.79299,13.411393,8.189859,12.655247,-0.8776485,-0.15254782,-1.208956,5.158583,2.1593025,0.5842308,0.647402,0.60019416,0.49277502,0.4173731,0.45357174,0.43114248,0.42749986,0.45767766,0.38673666,0.874015,0.4808332
104998-7-16-5,jackhammer,3459.3981161127526,2038.1184885089742,16.018466345766512,-103.65016,-7.784224,-21.089537,9.236081,-12.905948,8.685452,11.438994,7.5810757,-3.714073,4.166903,-3.9778135,-1.2528827,5.444056,0.8292548,0.5393416,0.41051698,0.6966201,0.5920822,0.50084305,0.7298156,0.5302264,0.97781765,0.46557355,0.48054487,0.5584595
21187-5-0-0,engine_idling,2359.2897851200137,1562.4588224662516,16.722183185757476,-0.5055893,56.691826,-61.060196,22.882591,-33.43586,5.3943744,-15.725318,15.231298,-10.903509,-0.6190948,-10.515918,10.258704,-17.223087,0.71753925,0.6678433,0.8170557,0.92819184,0.76644623,0.65728354,0.6864753,0.7162066,0.6309573,0.620174,0.80879796,0.8361124
34872-3-0-1,dog_bark,1298.1355737535625,1283.1108693154945,18.111986457407244,-312.31613,114.394684,-25.222822,-6.5152054,8.199628,-21.139357,-23.452347,15.020724,-11.007039,-14.687997,-7.2115746,-0.232016,4.207702,0.62571317,0.660711,0.6225228,0.5546029,0.5079416,0.5412368,0.51610273,0.6910221,0.6316315,0.6818347,0.58309984,0.47855622
84699-4-6-0,drilling,3234.784703320942,2228.5637115220065,14.934995839429485,-292.489,26.076376,13.502745,7.452561,-3.086766,15.716564,6.169297,-1.7414654,-8.118377,8.740667,0.25615618,-2.2010472,-8.323148,0.6356621,0.67919576,0.8411661,0.6802871,0.54844785,0.6008495,0.6687165,0.8575442,0.8840808,0.56253284,0.5252477,0.53149027
162432-6-3-0,gun_shot,725.5198432405941,1107.1150892542196,17.31468661157477,-366.89893,35.345257,1.1774093,9.743633,4.014944,5.826269,4.0687213,5.1280923,3.6341994,6.169691,3.5973837,4.680483,5.1205416,0.7302195,0.9293341,0.88370204,0.7630925,0.6200285,0.6945469,0.648453,0.5971282,0.57350624,0.40929365,0.30221602,0.2914964
180125-4-3-1,drilling,2397.9984912056916,1908.714588681208,16.120659284306793,-47.066795,69.8235,-6.468625,12.265277,-30.987196,29.258785,-26.282742,8.186204,-10.114412,-5.4602404,-2.0039763,1.4302833,-4.2047114,0.5293632,0.47370008,0.5618154,0.5561221,0.9663469,0.5323826,0.5895817,0.6429402,0.56951416,0.46736634,0.5462255,0.604532
196071-2-0-0,children_playing,1228.3847197459534,1725.3272127373998,17.117444220589118,-447.73874,84.59516,20.113285,39.66488,3.9211085,0.925845,5.089971,-5.702359,-0.911671,6.0144873,6.916111,-1.9716693,5.5482287,0.62895346,0.7109493,0.7732475,0.7803919,0.679156,0.642138,0.6365501,0.5052084,0.36383337,0.36093327,0.45875186,0.31590497
72259-1-1-0,car_horn,2574.19969846937,1803.4358765323723,18.26358478208635,-106.97137,50.529583,-16.498295,17.066637,-27.747599,1.7429585,8.4231615,-0.23743746,-1.3816966,12.344096,-5.7215443,-2.9279075,7.190139,0.53147864,0.36908343,0.41224045,0.43141037,0.5205272,0.80703,0.5154143,0.5501088,0.60913837,0.7205647,0.8408978,0.60978425
156634-5-2-3,engine_idling,1181.5453437231258,1643.1673405489914,17.34539969773707,-289.0489,102.61922,22.816402,53.883606,-9.908874,27.905327,-5.804604,9.750549,0.18081231,-11.555492,-1.4134221,1.1907133,-7.1330523,0.5114453,0.6718076,0.63266265,0.6578765,0.44849992,0.42947724,0.98248076,0.60495347,0.42758733,0.43701288,0.51210636,0.62167156
72259-1-10-14,car_horn,2091.66842650254,1740.7630708895367,16.87749109631453,-53.876007,73.77063,-18.896976,27.634443,-15.040461,14.993154,1.1154621,0.16839345,-0.046702657,3.6341233,-5.093111,3.8033962,9.77906,0.7305303,0.69651055,0.5769623,0.56625885,0.52497256,0.42876184,0.5690787,0.68423533,0.730576,0.67932856,0.6417223,0.88522387
190893-2-0-12,children_playing,1919.437077395448,1579.3937290314689,18.33019408461252,-198.2101,76.68971,-32.549454,23.688725,-17.945265,7.83335,-2.9674296,3.8125148,3.1857285,6.1801314,5.884472,15.167082,-0.8599805,0.79530334,0.7567766,0.72482705,0.63443714,0.55639845,0.5164836,0.5805232,0.5703064,0.58024246,0.56383234,0.622982,0.65099
90013-7-1-3,jackhammer,2039.401464330735,1997.7792397041114,15.797415928117012,-135.77206,67.57661,10.648683,28.779877,-8.075788,6.138466,2.4499047,-0.38317418,-10.384786,4.4384055,-2.3955252,-7.782814,-0.18466951,0.6817331,0.610116,0.6115431,0.5711002,0.49857777,0.49391338,0.4059632,0.4076673,0.5676943,0.40390062,0.4635994,0.9834522
100852-0-0-7,air_conditioner,2378.313799694637,1777.1114361308814,15.431834621886086,-22.665485,49.09049,-28.740213,42.223637,1.156724,18.081606,-1.545833,4.6014314,-5.4607244,2.9354289,-2.703228,5.5300856,0.37619388,0.6192223,0.69745857,0.6956707,0.93071634,0.6194314,0.623388,0.778489,0.7788881,0.59717065,0.55824876,0.919812,0.58714336
185436-1-0-0,car_horn,1293.0951093627402,1576.6007813915778,16.837948830427806,-167.05324,115.52405,-9.769904,19.216623,-3.3950427,8.525332,8.107969,6.1080627,-7.8067913,1.8520453,-6.784077,3.4680078,-5.4874554,0.8708414,0.8144677,0.564009,0.81255406,0.75664216,0.76463014,0.7169543,0.68864113,0.73686916,0.8169291,0.6481135,0.5494246
19007-4-0-0,drilling,2197.7771781984666,1755.5581383985043,16.53962963704418,40.362507,63.05442,-45.226017,-10.744983,-27.597685,1.6806204,-11.253707,2.6818902,-8.770425,-6.109034,-10.146415,-3.0358953,-10.061374,0.71905935,0.7634374,0.7247369,0.6831824,0.6794218,0.71808356,0.69619405,0.6839219,0.7030932,0.69679314,0.7925393,0.7269824
31150-2-0-1,children_playing,2025.1670048860187,1348.408059124505,18.110615507734042,-31.625887,74.859535,-77.93383,25.667114,-25.633553,2.9814603,-19.199326,2.7007458,-12.997928,4.7418323,1.5965815,3.9379423,-8.968507,0.6809439,0.6867477,0.7639347,0.70649874,0.72051233,0.6942626,0.63199633,0.6540472,0.5546708,0.5944709,0.5774599,0.6504504
